,Description,Image_url
209,Freefit® Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/14/87/148704e20ca35b4d46c9c11b30008813e6979342.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
210,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/4b/93/4b93ab8fae7ef070214d4b308f6edd2025c6b189.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
211,Skinny Jeans with a chainModel,"http://lp2.hm.com/hmgoepprod?set=source[/b9/7c/b97c502e3ff6e4625ac9d9d7ea1b43c05b823388.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
212,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/38/de/38de9a422ed88a10cd2aec75f038b2af6d9eec08.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
213,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/c6/ebc66f8e415bc7acdac4e859b3ca0e7a64c5d475.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
214,Skinny Jeans with a chainModel,"http://lp2.hm.com/hmgoepprod?set=source[/98/cc/98cc7d6751b37abdc97b894f696311898e9bc1cc.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
215,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/fc/66fcbc791bbb6e2b8797ee783c63cd5a67768940.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
216,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/43/99/439971426625b028b7bb354b6cf9c50c27eab438.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
217,Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/80/d7/80d70f2d784780bafd220969a58944de42d34f63.jpg],origin[dam],category[men_jeans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
218,Slim Super Soft JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/a1/6a/a16a12c04abbc59a46baa83801bc7a0147f83898.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
219,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/4f/f14ff8a85ee89c6895695b312a7981e27f518e29.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
220,Skinny No Fade Black JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/6c/12/6c12291f6c5abe42c9af5a9a4de19a4e8c994ae2.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
221,Slim Straight JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/2b/e9/2be9e0613b362e654ceb7aa34cee2f9e3fd7e639.jpg],origin[dam],category[men_jeans_straight],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
222,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/13/b2/13b29a2076a34076229816586d58686052ba08cd.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
223,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/54/a6/54a608fac03b57adeace146952fbfa9712792a1e.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
224,Freefit® Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/f3/23f3eb12014cb78082e17b4035460fd0732f5b1f.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
225,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/05/1b/051b1dfe18df6118be655ea73590e81b04fdfefd.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
226,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/5d/d7/5dd78aa8140e4444f7975bae0e7d1b1fa0e4927d.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
227,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/49/3649b9506787743b7d4b0e5f8014d13946bf3632.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
228,Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/ba/c0/bac0de2040db984deef010b8b62da9fae9195bbe.jpg],origin[dam],category[men_jeans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
229,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/9f/ec/9fecf1b34faa610d3be91f64822e99df84618cb4.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
230,Freefit® Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/12/64/1264be2ecb8bf130af22fbaabb4dca0ef748905b.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
231,Freefit® Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/a2/49/a2499b404719bd507fbc1f1d5235834d0b130a2a.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
232,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/54/14/5414744a81a2b74e27f85ffeaab658482729bca8.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
233,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/a4/c1/a4c1ad2ad9ad8ff031cf5a033aabee92c7f1551d.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
234,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/5f/fb/5ffb4b755a0547abb6e79e817b84e501350e0f73.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
235,Skinny Biker JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/24/112402c978543c2c5cdc419092d7f683f4652b6d.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
236,Slim Straight JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/e8/fde8d2e19ac0264d9ba726fb34aba12c4880101e.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
237,Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/d3/1fd3dd41d90c33b14ceef43fc06b47cdf0628bc7.jpg],origin[dam],category[men_jeans_loose],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
238,Slim Straight JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/7e/097e7e8bd001b9cb098050dbd90d09801792576f.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
239,Relaxed Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/37/b737d8feb6b8b724f97fdf2e6a6e9590fb277906.jpg],origin[dam],category[men_jeans_tapered],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
240,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/b4/bfb48ea70d7fcf18d822108cbe92b1edeb179bc5.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
241,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/68/75/687595c057084b01b98cee888f0aa94ed4348283.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
242,Freefit® Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/0f/360fe47997f015238489f6cef7ef70c6dac4db5f.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
243,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/4b/f0/4bf07880f0ac43830f6e3f240988b2cad8d55989.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
244,Straight JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/34/8a/348abbab8ea947af8ba96a56f342e7df1c788fcd.jpg],origin[dam],category[men_jeans_straight],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
245,Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/69/f2/69f2b31b7b3c767eb942a1e30bad91e9aa596ec4.jpg],origin[dam],category[men_jeans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
246,Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/ae/23ae5b78e1aae1c80e6a43d302518ee0412f5aa6.jpg],origin[dam],category[men_jeans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
247,Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/5a/93/5a9331aa704f4bb1bd67f864acb07f13a0623b78.jpg],origin[dam],category[men_jeans_straight],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
248,Slim Straight Cropped JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/06/dc/06dc5e366f3d4cf3fee09c3846de801bbf0f7209.jpg],origin[dam],category[men_jeans_slimstraight],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
249,Relaxed Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/58/21/58211572f2376d3908f38cf6c40c7995c5196dc4.jpg],origin[dam],category[men_jeans_tapered],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
250,Freefit® Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/89/eb89157aa4faad8f660da466e0a7668a1a08239f.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
251,Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/51/e2/51e2b8badc3b3c00407c1453e5c43aed4d79e98f.jpg],origin[dam],category[men_jeans_loose],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
252,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/62/60/6260fd2ac92504351997f5148dacc4341bd2b905.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
253,Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/ba/66ba0b38869817c5ea0abb5166af6bc55e708bc6.jpg],origin[dam],category[men_jeans_loose],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
254,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/52/6f/526fe1ea8b0eab124338e3c5d11465c2fb6d3c82.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
255,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/51/29/51294e746145ef229e8ae0b30090841fb9c97363.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
256,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/8b/20/8b20041c1040f494eebecfa788831d71845f1ad6.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
257,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/e1/5c/e15c3035490d88f5301428cf4d14da2a999a6a86.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
258,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/67/c8/67c8b2a99eef5f3541ef8554f0fd999c39743117.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
259,Freefit® Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/10/c4/10c46d5268876af4c72b1a7ed27de4a8b228c571.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
260,Slim JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/51/fd51b90a058cbd6200bcb53fcfaf5aebada24280.jpg],origin[dam],category[men_jeans_skinny],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
261,COOLMAX® Regular JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/27/9727be88ceae1a8fe05f2a1197ea9076efac93c7.jpg],origin[dam],category[men_jeans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
262,Slim Straight Selvedge JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/18/6e/186e24c622a786e5be0469f22a42c677d099ca25.jpg],origin[dam],category[men_jeans_slim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
263,Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/7d/0a7d6eb8f229423f9e6b7daa68e8004bb4d2a44e.jpg],origin[dam],category[men_jeans_loose],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
264,Tapered JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/f4/2ef4c7cc8a201c0b6a1f01b5e684f789b983a872.jpg],origin[dam],category[men_jeans_loose],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
265,Skinny JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/15/8b/158be2c548257c06af003f176ca9289ab3c6a222.jpg],origin[dam],category[men_jeans_skinny],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
266,Slim Cropped Selvedge JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/32/1c/321c05237d48419d36abd008b53750c69c614ec1.jpg],origin[dam],category[men_jeans_slim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
267,Slim Straight Comfort JeansModel,"http://lp2.hm.com/hmgoepprod?set=source[/f6/a6/f6a65af25bd6c371941266e5e03aef5bca71be8e.jpg],origin[dam],category[men_jeans_slimstraight],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
