,Description,Image_url
398,Hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/2c/ea/2ceaca2b04004f86d7d658dc021e756eac80c809.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
399,HoodieModel,"http://lp2.hm.com/hmgoepprod?set=source[/2d/a6/2da6882d0028ac6a0117009450f7f379b40732cd.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
400,Hoodie Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/59/3e/593ee081c7eaa6b3ae4fd6c701d842a2a767d8e4.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
401,Hoodie Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3d/c2/3dc2327cfdfdde687df7e4da6ec8bad73d7c6b72.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
402,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/da/90da1cd3162dae3338961c5f6f0a1252122cb5ee.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
403,Hooded top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/47/66475721a1f9c331b34761dadf31cdc241edd317.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
404,Hooded track jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ce/18/ce182908d2391f8966ba3e43118f74c19dd5d27d.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
405,Printed sweatshirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6e/59/6e5965ac5cd2c1908f13e8c679e761437c64775d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
406,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/73/a0/73a0f0eb9e2c992d2949682c615b6dab1a6e6801.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
407,Hoodie Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a0/93/a09344fd79aed90708e20920d179a0ff08ece605.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
408,Hoodie Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/56/be/56be914e33673f268090f0db06cb085724a94e6e.jpg],origin[dam],category[men_hoodiessweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
409,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/f6/95f6656eac7995f8253c1240fa8adb7b9f1d576d.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
410,Hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/b3/76/b376fef65052507eaeb2ff37f5272ac847c455d9.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
411,Hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/76/7c/767c2858dfb1a1bfd9aec6c49618b8ad5dc93620.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
412,Zip-through hoodie Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1b/d9/1bd9f78e40abc29ab8fe8d2dfaa14e75295aa1ee.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
413,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7b/62/7b629d3f299c9380b57ba533de82b28f84e9c8f8.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
414,Hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/b4/69/b4693e58dad622c82167ba305220d95795ea818d.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
415,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/61/9d/619da43f31703f9973c5b5a845c277cee15a644b.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
416,Pile hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/5c/8e/5c8ec9f24692bc4661b9df11ff79a4ecbc4687aa.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
417,Printed hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/ff/b0/ffb07fdfe1cf637a4bda515e6c03be7e891e669e.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
418,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/f7/7af71ddc5ff8bfb6dbb45e28eb545e72a3cf1b95.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
419,Hooded top with grosgrainModel,"http://lp2.hm.com/hmgoepprod?set=source[/50/2e/502ee607ec03a8c0ba837e99c2ff481c40896556.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
420,Hooded top with grosgrainModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/1b/b01b99bc7a6484597088f2e1c1f2dde4eaa29daf.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
421,Short-sleeved hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/d7/8a/d78aeb32bf41218b55b527fee1995c0ab00eb020.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
422,Short-sleeved hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/8f/d7/8fd767d4628377250a4a4da6f5864616c46f2f92.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
423,Hooded top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8c/e4/8ce4e6826612e038e658c42086f2bc2ed9a7afc2.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
424,Hooded jacket Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c1/4e/c14e9ea7452e4f87744437afcd842dcf11860aed.jpg],origin[dam],category[men_hoodiessweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
425,Hooded jacket Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/cf/a3/cfa357f0ed2bf79d6371b7dab303ed7fc9782297.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
426,Hooded top with panelsModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/1a/901aac98837b8461867559afe390232f172a3075.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
427,Sleeveless sports topModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/ef/95ef16f835149cf7c7e89d7ec0645fed3557fdd6.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
428,Printed sweatshirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4e/36/4e36759b5772e19723ff38144dd1d986ce714d42.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
429,Hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/a8/d9/a8d993a1d55ee6a8722a1a870da72b3b834712bf.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
430,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/6e/e06e293dda91099047333916ffcd9633be4f472a.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
431,Hooded stand-up collar jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/bd/54/bd54ddfd250b81948bfe0a61fa287dac3e788e98.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
432,Sleeveless sports topModel,"http://lp2.hm.com/hmgoepprod?set=source[/79/f7/79f7df679d16d794afc07e718e7a859ea4c6dd84.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
433,Sporty hooded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/1c/c4/1cc48bf42ad4a4d2bf73b9a3106f477006034357.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
434,Hooded top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/56/11/5611248e50a39a34294f7c3c7aa97824c4ce246f.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
435,Hooded sports jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/34/a2/34a2636b50e85de293f87858ec62e02ec1212877.jpg],origin[dam],category[men_sport_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
436,Track jacket Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d2/7a/d27a26562fcd0282116899fc23e2798baf0e297e.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
437,Printed hooded topModel,"http://lp2.hm.com/hmgoepprod?set=source[/9d/f0/9df09673ce4beeb76b726b440d7c14c164f55cce.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
438,Corduroy jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ac/99/ac9952bd8748bce622578a159bc18d72fbbc4474.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
439,Twill shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/4c/7f/4c7fc32c74aab57efe11afe4e329f46cbf3d3f22.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
440,Cotton twill parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/a3/f1a3a17b9b2942f874cece74d7e39c7ec35df4a2.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
441,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ab/30/ab3032ddb3ff04216dfe0c9f89f16dac44fed0e4.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
442,Denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/3d/5b/3d5b9382ace040d8986d943d3b605fb7501cb54c.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
443,Nylon windbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/e1/7b/e17bfab4d8d33c4add245c01a53a414385051120.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
444,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/37/d837ecd18630d680b50c0d09e3fc3eb03ca08bcb.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
445,Biker jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/89/0c/890c13e0d6ecf57e69e97b6bf634cac4945c4efe.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
446,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/cc/07cce4b06acb2d376305ca8f33e68ee23f486986.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
447,Hooded popover jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ae/68/ae687a5547d30134eb215d5015be7f9df79ca032.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
448,Denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/69/9b/699be0264c9c80a0be940ee26f0a92e889868abc.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
449,Quilted jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/c3/09/c3099716d388e1dc309be1bd6f2fd1c554d569cc.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
450,Padded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/56/02/5602268774d174b872484958b071e0845f88dd6a.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
451,Twill shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/27/1f27d8c6d50bc2ff960236dfaa0956db03cd45e8.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
452,Car coatModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/f2/23f2683c2ec1ff0e8db75b5404077a02d9109e7e.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
453,Nylon bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/c8/11c8c6b4da2dd3cefd096c557499eafec2eb71b8.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
454,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/e7/23e7a92675cc21028d8a4f7c846516ff0366c74e.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
455,WindbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/34/29/3429b875b23c4265650d3931a2c884996f5cb63b.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
456,Biker jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/77/32/77329136ae7b3d682dee8afc48bf880359de4558.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
457,Hooded denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/c9/a0/c9a062f4487e944bac187ec22b38d5f5396370dc.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
458,Linen-blend shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/fc/bc/fcbca8e7b508c494a287d9dc973d3d9e81947915.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
459,Cotton twill trenchcoatModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/c8/eec87a3b3b87891b7e0c86eb96b9529160f24cdf.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
460,Nylon windbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/11/b7115b174abfc66f9d99377b25ffd8983222bb6d.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
461,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/93/5e/935e25e1ce2d3a5b79c5ab5154a82710844c8556.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
462,Nylon bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/dd/f7/ddf7e435eed0e0327d684d61a1f3e1e9d30c6920.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
463,Padded outdoor jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/60/9560f35520589a51ad34f8fd8540d397f03bc7c8.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
464,Biker jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/fe/f5feb52d0ce740ea9d295cb6a89da4db204b96d6.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
465,Linen bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/b2/9a/b29aec86ad2c15be59a163a69b1e94156cb23d90.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
466,Nylon windbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/67/d8/67d8166f16ea813c668b8d38fa49c171997c4f20.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
467,Windproof outdoor jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ce/3c/ce3cdf6bec2130403704f0ca50f68309fe05dbc7.jpg],origin[dam],category[men_sport_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
468,Car coatModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/52/6652cf4e30dfb8c64aa6095e09687b96e74f21b9.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
469,Car coatModel,"http://lp2.hm.com/hmgoepprod?set=source[/c5/89/c589d203dfccb9061bffc69c7b34d33fdb841dcf.jpg],origin[dam],category[men_jacketscoats_coats],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
470,Pile-lined denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/61/0961d4edda8f5ea32d3a9c774df17f03b569161d.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
471,WindbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/12/f4/12f46bac480b5962a5afde27fcb04e3da1696a9a.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
472,Puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/70/65/70651ee47a4dba24a2d231f73c0b96c09bc1a338.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
473,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/b8/b0b83f1a9a34b0bda9814d5f4baafe456545c9c3.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
474,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/78/2a/782a68e97cc1491d5e3f7c11fd0f52c2c56f40b9.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
475,Padded hooded puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/f3/a2/f3a2855a1335aaa3634fb3950f8147c5ea395774.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
476,Softshell jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/6e/e1/6ee1aad151a19076af2b5ccef5b2c34a50896da4.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
477,Hooded denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/f8/e0f85a060d11d1d7ba69979930d7cde6e991d126.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
478,Short jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/1a/30/1a304472c60971f747a2c42aaaf1c9c3ffdb50c2.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
479,Patterned coatModel,"http://lp2.hm.com/hmgoepprod?set=source[/12/d9/12d9c786a38daecc2c3b2d15996d6341d096d57b.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
480,Nylon bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/a8/eea86358473d1035955c44d51ba928fb1a74a6ef.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
481,Short jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/8c/ea/8cea1b26ac95642649332166f55770b225f47c6e.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
482,Pile-lined corduroy jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/8c/f18c5dd268b57c162125fb7d231108aa69f27437.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
483,Jersey shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/7e/0a7e01a04629ee77573c9f2066ded2f8f6b000f3.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
484,Biker jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/82/bf828fc112cd94e44b4734bf32904c98561bc048.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
485,Padded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/0d/50/0d5071b21b4145f440c56f93738127c2f6b3323d.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
486,Warm-lined parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/69/c0/69c08902c8ecab10d88b3befdd49eb236a9c63a2.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
487,Padded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/69/59/69599e9a814004479465e9e0500c78b5eff31a04.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
488,Padded hooded puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/e9/27/e92717b0991871ffacd2d8d86e3cc4a31b365edd.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
489,Padded nylon parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/c2/96c28fb91e17b54af285e707579167b40e0d7096.jpg],origin[dam],category[men_jacketscoats_parkas],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
490,Fleece jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/d7/8c/d78cbab2be25a8039a9fc230d9efaf8d52407867.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
491,Quilted jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/cd/96cd34fc5c25712172e26b1fd06c1b2c668dd736.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
492,Water-repellent puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ba/9c/ba9c19d9fec024f1870d9739aa95b0043f92c46f.jpg],origin[dam],category[men_jacketscoats_puffer],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
493,Padded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/92/95/92950ea462403bc6b2f325dbadf3ffae33c036a0.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
494,Cotton twill parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/4f/954f134ca65cde0e91bd7518bbf712b5827c22c4.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
495,Pile-lined denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/e6/96e683b22cb6f18f5d618cf4ac6121d40b843a10.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
496,Jacket with a stand-up collarModel,"http://lp2.hm.com/hmgoepprod?set=source[/64/d6/64d6b4e09ef3df71f2dc7dce899d609b8e35a948.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
497,WindbreakerModel,"http://lp2.hm.com/hmgoepprod?set=source[/13/dc/13dcfdba7cb5bc8ac7b7fd861f3d8fd7562cb797.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
498,Padded parka with a hoodModel,"http://lp2.hm.com/hmgoepprod?set=source[/25/4c/254cfaac8cd0d9cb566bd30d198c3697f63e7000.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
499,Biker jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/bb/2c/bb2cc7a85ae612d153a031e2657821cca6da474c.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
