,Description,Image_url
500,Cotton parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/c2/40/c24002c64c35aa35f31c4616fbbe0cdc54909186.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
501,Jacket with a stand-up collarModel,"http://lp2.hm.com/hmgoepprod?set=source[/14/db/14dbff5ebc83a666b35d095ebfd7ce73048345f3.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
502,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/66/1d/661df18d3bb73283175850d89d579c69c8408665.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
503,Fleece jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/e4/2b/e42b88c735abcd712eee7be3afc2f806e17f7a20.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
504,Short jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/83/29/83299eacdc48a4b7fe29129e109c4ea6e024fefb.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
505,Padded hooded jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/13/c7/13c766f183e2d1a3ca4d201e9560ef76d2c9e0bf.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
506,Hooded track jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/ef/42ef482b52026d69d622f12fe00e30b6804eca63.jpg],origin[dam],category[men_sport_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
507,Nylon-blend bomber jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/d4/3e/d43e911de2dce2e32d491da7da8e1194123efb8b.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
508,Cotton parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/83/e4/83e4437913349806e80650e5c17793b390c1ad97.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
509,Warm-lined parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/2b/e0/2be0960a58563be78f7d96096247cd37591d9622.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
510,Windproof running jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/1d/f11d6df0ae913710ab4735af23e73ab58a4ef4d1.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
511,Cotton parkaModel,"http://lp2.hm.com/hmgoepprod?set=source[/4e/72/4e7258d95a5637386a6a8a9f074cb9144786a4f0.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
512,Water-repellent puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/e8/e3/e8e3689af6545c875a6e0c4d8f99307269be5ecc.jpg],origin[dam],category[men_jacketscoats_puffer],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
513,Water-repellent puffer jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/8f/94/8f949f1ae0831aaea21bb1d319ccdfaceb6c639f.jpg],origin[dam],category[men_jacketscoats_puffer],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
514,Lined denim jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/6b/97/6b9750e3bb40ee30b01dfb8f7b1a85b8dfa94e02.jpg],origin[dam],category[men_jacketscoats_denimjackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
515,Padded lightweight jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/45/79/4579b0fa593bf1eaa194648284aff8c3565e7f46.jpg],origin[dam],category[men_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
516,Wool-blend coatModel,"http://lp2.hm.com/hmgoepprod?set=source[/fb/64/fb642a6242f644a93b430446935e7c477563dfe6.jpg],origin[dam],category[men_jacketscoats_coats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
517,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/05/93/05932a5694e77817ed32f0fb3c7b78f83a6d5bc8.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
518,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/55/a9/55a97e21b910bbb7afe9c135f12b4896aa6438db.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
519,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/72/52/725231213d1fe0d970be7a0d559d07e812ad5377.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
520,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5c/a8/5ca8e43b98183630626da7c19516ade5041dfdc8.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
521,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/10/dd/10ddd74bdb61658307c57bc24255a08e01db3cc1.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
522,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3c/ef/3cef42135d52fd99d43cbb8f04829283f476214b.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
523,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/01/65/0165cee1b83508fee677f76566fe1ff1e2c86bd5.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
524,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/cf/33cf5b5557abd4fcfe8d23ad66c7f8f41805ab2a.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
525,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d4/08/d4086e09d308de7100b12f52d52032f0c4776e02.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
526,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bb/07/bb07dc8d9a4304e26034742be548bd72ee0fa219.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
527,Linen shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/95/6a/956a65aa29809d930f9085378d95bd883e35e61b.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
528,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/6b/cc/6bcc2acb2b93fbeedc82fe56e720f357fae0bfd5.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
529,Cotton resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/5d/905d0201ebf762ae9220860de7ee636fdb540e10.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
530,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/db/57/db5738620f297f896c70f8fafc020434da318b8f.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
531,Linen-blend shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/70/ee70c91ec1483d152b6a276232bd60adcb71944d.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
532,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bb/a2/bba22c29bb106fc3aac347b086af839adb9e1e87.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
533,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/04/e004b87001e39402e964d597b286ab773574a566.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
534,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1b/18/1b18bc1edcde5009a976768bedf2e33819babdb1.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
535,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/10/07108448819b49698be8fad34db43a9a516f233e.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
536,Linen shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3a/13/3a137de3aba7870edf479d4e1201f802d50b0c0c.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
537,Patterned shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/15/2c/152c4cffa0cad0c395b1953e8913b74d0001ee51.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
538,Cotton resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/2f/81/2f8128a1ad9bcc10187d181f2fc4e6b80a7ab3f8.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
539,Twill resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/28/af/28afafb62f3384dc3843d9ab1f2bbc126bdfcd11.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
540,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/be/2e/be2e12c03fe00fbbd38d5a5d8106b21ca7ec9b63.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
541,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/17/bf17e0f579a04b249b306246a012ea75081716da.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
542,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ec/7e/ec7e6c8e6b79557120ee88c3e6e16aaff40e10f2.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
543,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/73/de73bc7b43788919ec054c7cf684675271e0f65c.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
544,Viscose resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9c/23/9c2399fced548ed44c3f2e37c7e257b860c106af.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
545,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a1/d7/a1d7e69d705c842e892bc75ebf259b410c909434.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
546,Viscose resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a2/4d/a24dc3b9c5cbe8116acf77f163766ae7232746a2.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
547,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d5/21/d5216649a1ee69b6879ac1077df60eb3f4fa2334.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
548,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/7e/c6/7ec66a1aea505305428b555be55795ddb41c973b.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
549,Twill shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/4c/7f/4c7fc32c74aab57efe11afe4e329f46cbf3d3f22.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
550,Denim shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/24/c0/24c00cb755dcacc8c1c4e82b5706488fe0918857.jpg],origin[dam],category[men_shirts_denim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
551,Resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/23/16/23160a9ffac7a8e6d518edac7100e61b968dacd2.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
552,Denim shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/90/53902208e23e37df3c3a8832673c8544411dedab.jpg],origin[dam],category[men_shirts_denim],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
553,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/37/d837ecd18630d680b50c0d09e3fc3eb03ca08bcb.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
554,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e6/03/e6035ee7d10812caae939ba229dc8198f3fd5304.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
555,Jersey shacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/cc/07cce4b06acb2d376305ca8f33e68ee23f486986.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
556,Linen-blend shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c1/bc/c1bc6b671a328ad42d481777a11b68520175e8d6.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
557,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/5f/17/5f172b9b8d7883824304bc464ce7b7676a58005d.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
558,Resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/93/57/9357fbd92610c5ee838061022893979718777b8a.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
559,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1c/b6/1cb6fd296f70b876a705c915fb4a09d9866b827a.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
560,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d6/a0/d6a02256ab67a8c71f5c87b199d7eb67dbabc6f5.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
561,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/35/fe35461bd790f09b59213596495b2440fc97496a.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
562,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5e/e2/5ee21c75ff6954bdd02dc8599fa99c79b1aa06f6.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
563,Grandad shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/01/5d/015d92a8ccd63159c90942859708d8a4981f7b7d.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
564,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/30/f2/30f292b89d7804d19b848f93de1606a19a7874bf.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
565,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e9/3d/e93dcc32ab1f54e5c9ff2740ad3d17eced7121b0.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
566,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/82/e1/82e1b6d5cff6c919c322025c9c850931a709c9f9.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
567,Denim shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a5/de/a5deb22cd236c3f72580a823ca5137631b4d7dea.jpg],origin[dam],category[men_shirts_denim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
568,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4a/77/4a77041a107a0c94499ab4191891e2ebe45eede5.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
569,Linen shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bc/15/bc15a6e2438cef71ca6403da097b1ff71cfa6bf7.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
570,Cotton shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/9e/339ee0459286d13da05667ec2b97bc78900ec7b6.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
571,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/4c/de4c267d4b6d055487d1a3084eabff0da2cd683e.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
572,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/fd/2efd824c6af772b5bfc2e787481aa8b62a27953b.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
573,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/44/11/4411f00e7b54ebd4c03129e83826e690367c94a4.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
574,Twill shirt jacketModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/27/1f27d8c6d50bc2ff960236dfaa0956db03cd45e8.jpg],origin[dam],category[men_jacketscoats_jackets],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
575,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/38/b5/38b545777c38f2173bc7d0bdd1dfd6bd5901c81b.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
576,Shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/16/10/16105caf84be690225974374638c8173c6ed42f2.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
577,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/77/ff/77ff75726fb8464571c9cb732d9821ee5dee4017.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
578,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/87/9787ebad5d56bf4c2c27d2498ba6dfaa0bc0baa6.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
579,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b8/5e/b85ef6f1af1bf253b62e2b41d97458782c823040.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
580,Linen resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/5d/52/5d520394c18c174d489058a09229baffc090bbd4.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
581,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/52/13/5213a45087050e7187b7b745d18fca26a443852b.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
582,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ed/51/ed51b312c31dd958dfd57161d502b1704f17d342.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
583,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1d/28/1d28c1672ece5bd6e97ae9b30d4c43fac8110eab.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
584,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/b3/4db31cad990b78f4e22bb5c278bb0569d1cbe062.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
585,Patterned resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/2c/e3/2ce34376483ebd22a3fa2215ba6801ddf4e6c571.jpg],origin[dam],category[men_shirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
586,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a6/7d/a67dc0cc2a311f8be4af41a4f033d5da86268bcf.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
587,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a5/b0/a5b0e0fa9a8bb3cce7425b29571574634c678afb.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
588,Linen grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/45/10/4510a8cb20fa4310e8fcfbe9cdb8e41de446738c.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
589,Cotton Shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a4/18/a41806359d854d33dcb1c8ddd3015eeb15497b6f.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
